PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30557725","Quantifying the impacts of artisanal gold mining on a tropical river system using mercury isotopes","Goix S, Maurice L, Laffont L, Rinaldo R, Lagane C, Chmeleff J, Menges J, Heimbürger LE, Maury-Brachet R, Sonke JE.","Chemosphere. 2019 Mar;219:684-694. doi: 10.1016/j.chemosphere.2018.12.036. Epub 2018 Dec 8.","Goix S","Chemosphere","2019","2018/12/18","","","10.1016/j.chemosphere.2018.12.036"
"30218334","Future intensification of summer hypoxia in the tidal Garonne River (SW France) simulated by a coupled hydro sedimentary-biogeochemical model","Lajaunie-Salla K, Sottolichio A, Schmidt S, Litrico X, Binet G, Abril G.","Environ Sci Pollut Res Int. 2018 Nov;25(32):31957-31970. doi: 10.1007/s11356-018-3035-6. Epub 2018 Sep 14.","Lajaunie-Salla K","Environ Sci Pollut Res Int","2018","2018/09/16","","","10.1007/s11356-018-3035-6"
"29550640","Arm-trunk coordination in wheelchair initiation displacement: A study of anticipatory and compensatory postural adjustments during different speeds and directions of propulsion","Chikh S, Garnier C, Faupin A, Pinti A, Boudet S, Azaiez F, Watelain E.","J Electromyogr Kinesiol. 2018 Jun;40:16-22. doi: 10.1016/j.jelekin.2018.03.001. Epub 2018 Mar 13.","Chikh S","J Electromyogr Kinesiol","2018","2018/03/19","","","10.1016/j.jelekin.2018.03.001"
"30353429","Long-term, low technicality sewage sludge amendment and irrigation with treated wastewater under Mediterranean climate: impact on agronomical soil quality","Cherfouh R, Lucas Y, Derridj A, Merdy P.","Environ Sci Pollut Res Int. 2018 Dec;25(35):35571-35581. doi: 10.1007/s11356-018-3463-3. Epub 2018 Oct 23.","Cherfouh R","Environ Sci Pollut Res Int","2018","2018/10/25","","","10.1007/s11356-018-3463-3"
"29127233","Vascular endothelial function masks increased sympathetic vasopressor activity in rats with metabolic syndrome","Battault S, Meziat C, Nascimento A, Braud L, Gayrard S, Legros C, De Nardi F, Drai J, Cazorla O, Thireau J, Meyer G, Reboul C.","Am J Physiol Heart Circ Physiol. 2018 Mar 1;314(3):H497-H507. doi: 10.1152/ajpheart.00217.2017. Epub 2017 Nov 10.","Battault S","Am J Physiol Heart Circ Physiol","2018","2017/11/12","","","10.1152/ajpheart.00217.2017"
"29611700","96X Screen-Printed Gold Electrode Platform to Evaluate Electroactive Polymers as Marine Antifouling Coatings","Brisset H, Briand JF, Barry-Martinet R, Duong TH, Frère P, Gohier F, Leriche P, Bressy C.","Anal Chem. 2018 Apr 17;90(8):4978-4981. doi: 10.1021/acs.analchem.8b00357. Epub 2018 Apr 6.","Brisset H","Anal Chem","2018","2018/04/04","","","10.1021/acs.analchem.8b00357"
"30394641","Growth of an anaerobic sulfate-reducing bacterium sustained by oxygen respiratory energy conservation after O(2) -driven experimental evolution","Schoeffler M, Gaudin AL, Ramel F, Valette O, Denis Y, Hania WB, Hirschler-Réa A, Dolla A.","Environ Microbiol. 2019 Jan;21(1):360-373. doi: 10.1111/1462-2920.14466. Epub 2018 Dec 3.","Schoeffler M","Environ Microbiol","2019","2018/11/06","","","10.1111/1462-2920.14466"
"29573609","Specific enrichment of hyperthermophilic electroactive Archaea from deep-sea hydrothermal vent on electrically conductive support","Pillot G, Frouin E, Pasero E, Godfroy A, Combet-Blanc Y, Davidson S, Liebgott PP.","Bioresour Technol. 2018 Jul;259:304-311. doi: 10.1016/j.biortech.2018.03.053. Epub 2018 Mar 14.","Pillot G","Bioresour Technol","2018","2018/03/25","","","10.1016/j.biortech.2018.03.053"
"29973647","Stimulating fermentation by the prolonged acceleration of gut transit protects against decompression sickness","de Maistre S, Vallée N, Gaillard S, Duchamp C, Blatteau JE.","Sci Rep. 2018 Jul 4;8(1):10128. doi: 10.1038/s41598-018-28510-x.","de Maistre S","Sci Rep","2018","2018/07/06","PMC6031626","","10.1038/s41598-018-28510-x"
"30555337","Acute and Delayed Neuromuscular Alterations Induced by Downhill Running in Trained Trail Runners: Beneficial Effects of High-Pressure Compression Garments","Ehrström S, Gruet M, Giandolini M, Chapuis S, Morin JB, Vercruyssen F.","Front Physiol. 2018 Nov 28;9:1627. doi: 10.3389/fphys.2018.01627. eCollection 2018.","Ehrström S","Front Physiol","2018","2018/12/18","PMC6282050","","10.3389/fphys.2018.01627"
"28892853","Tracking trace elements into complex coral reef trophic networks","Briand MJ, Bustamante P, Bonnet X, Churlaud C, Letourneur Y.","Sci Total Environ. 2018 Jan 15;612:1091-1104. doi: 10.1016/j.scitotenv.2017.08.257. Epub 2017 Sep 8.","Briand MJ","Sci Total Environ","2018","2017/09/13","","","10.1016/j.scitotenv.2017.08.257"
"30099350","Impaired cerebral oxygenation and exercise tolerance in patients with severe obstructive sleep apnea syndrome","Marillier M, Gruet M, Baillieul S, Wuyam B, Tamisier R, Levy P, Pepin JL, Verges S.","Sleep Med. 2018 Nov;51:37-46. doi: 10.1016/j.sleep.2018.06.013. Epub 2018 Jul 4.","Marillier M","Sleep Med","2018","2018/08/13","","","10.1016/j.sleep.2018.06.013"
"30547619","Simplicial Activity Driven Model","Petri G, Barrat A.","Phys Rev Lett. 2018 Nov 30;121(22):228301. doi: 10.1103/PhysRevLett.121.228301.","Petri G","Phys Rev Lett","2018","2018/12/15","","","10.1103/PhysRevLett.121.228301"
"30217078","Degenerate PCR Primers to Reveal the Diversity of Giant Viruses in Coastal Waters","Li Y, Hingamp P, Watai H, Endo H, Yoshida T, Ogata H.","Viruses. 2018 Sep 13;10(9):496. doi: 10.3390/v10090496.","Li Y","Viruses","2018","2018/09/16","PMC6163766","","10.3390/v10090496"
"29547666","A complete logical approach to resolve the evolution and dynamics of mitochondrial genome in bilaterians","Oxusoff L, Préa P, Perez Y.","PLoS One. 2018 Mar 16;13(3):e0194334. doi: 10.1371/journal.pone.0194334. eCollection 2018.","Oxusoff L","PLoS One","2018","2018/03/17","PMC5856267","","10.1371/journal.pone.0194334"
"29721761","A Cross-Sectional Study Assessing the Contributions of Body Fat Mass and Fat-Free Mass to Body Mass Index Scores in Male Youth Rugby Players","Gavarry O, Lentin G, Pezery P, Delextrat A, Chaumet G, Boussuges A, Piscione J.","Sports Med Open. 2018 May 2;4(1):17. doi: 10.1186/s40798-018-0130-7.","Gavarry O","Sports Med Open","2018","2018/05/04","PMC5931949","","10.1186/s40798-018-0130-7"
"29920463","Groundwater-driven nutrient inputs to coastal lagoons: The relevance of lagoon water recirculation as a conveyor of dissolved nutrients","Rodellas V, Stieglitz TC, Andrisoa A, Cook PG, Raimbault P, Tamborski JJ, van Beek P, Radakovitch O.","Sci Total Environ. 2018 Nov 15;642:764-780. doi: 10.1016/j.scitotenv.2018.06.095. Epub 2018 Jun 17.","Rodellas V","Sci Total Environ","2018","2018/06/20","","","10.1016/j.scitotenv.2018.06.095"
"28915453","Soil organic matter in podzol horizons of the Amazon region: Humification, recalcitrance, and dating","Tadini AM, Nicolodelli G, Senesi GS, Ishida DA, Montes CR, Lucas Y, Mounier S, Guimarães FEG, Milori DMBP.","Sci Total Environ. 2018 Feb 1;613-614:160-167. doi: 10.1016/j.scitotenv.2017.09.068. Epub 2017 Sep 14.","Tadini AM","Sci Total Environ","2018","2017/09/16","","","10.1016/j.scitotenv.2017.09.068"
"29127798","Characterization and sources of colored dissolved organic matter in a coral reef ecosystem subject to ultramafic erosion pressure (New Caledonia, Southwest Pacific)","Martias C, Tedetti M, Lantoine F, Jamet L, Dupouy C.","Sci Total Environ. 2018 Mar;616-617:438-452. doi: 10.1016/j.scitotenv.2017.10.261. Epub 2017 Nov 9.","Martias C","Sci Total Environ","2018","2017/11/12","","","10.1016/j.scitotenv.2017.10.261"
"30059762","Bottlenose dolphin (Tursiops truncatus) sonar slacks off before touching a non-alimentary target","Doh Y, Delfour F, Augier E, Glotin H, Graff C, Adam O.","Behav Processes. 2018 Dec;157:337-345. doi: 10.1016/j.beproc.2018.07.015. Epub 2018 Jul 27.","Doh Y","Behav Processes","2018","2018/07/31","","","10.1016/j.beproc.2018.07.015"
"30110967","Dielectric Properties and Switching Processes of Barium Titanate⁻Barium Zirconate Ferroelectric Superlattices","Sidorkin A, Nesterenko L, Gagou Y, Saint-Gregoire P, Vorotnikov E, Popravko N.","Materials (Basel). 2018 Aug 14;11(8):1436. doi: 10.3390/ma11081436.","Sidorkin A","Materials (Basel)","2018","2018/08/17","PMC6119976","","10.3390/ma11081436"
"30600205","Parallel synthesis of a bis-triazoles library as psammaplin A analogues: A new wave of antibiofilm compounds?","Andjouh S, Blache Y.","Bioorg Med Chem Lett. 2019 Feb 15;29(4):614-618. doi: 10.1016/j.bmcl.2018.12.047. Epub 2018 Dec 21.","Andjouh S","Bioorg Med Chem Lett","2019","2019/01/03","","","10.1016/j.bmcl.2018.12.047"
"30429327","Episodic organic carbon fluxes from surface ocean to abyssal depths during long-term monitoring in NE Pacific","Smith KL Jr, Ruhl HA, Huffard CL, Messié M, Kahru M.","Proc Natl Acad Sci U S A. 2018 Nov 27;115(48):12235-12240. doi: 10.1073/pnas.1814559115. Epub 2018 Nov 14.","Smith KL Jr","Proc Natl Acad Sci U S A","2018","2018/11/16","PMC6275536","","10.1073/pnas.1814559115"
"30626214","Bacterial anti-adhesion activity based on the electrochemical properties of polymethacrylates bearing ferrocenyl pendant groups","Nguema Edzang RW, Duong TH, Briand JF, Lejars M, Raimundo JM, Bressy C, Brisset H.","Biofouling. 2018 Oct;34(9):1055-1063. doi: 10.1080/08927014.2018.1539165. Epub 2019 Jan 10.","Nguema Edzang RW","Biofouling","2018","2019/01/11","","","10.1080/08927014.2018.1539165"
"30307390","Pleomorphochaeta naphthae sp. nov., a new anaerobic fermentative bacterium isolated from an oil field","Arroua B, Grimaud R, Hirschler-Réa A, Bouriat P, Magot M, Urios L, Ranchou-Peyruse A.","Int J Syst Evol Microbiol. 2018 Dec;68(12):3747-3753. doi: 10.1099/ijsem.0.003048. Epub 2018 Oct 11.","Arroua B","Int J Syst Evol Microbiol","2018","2018/10/12","","","10.1099/ijsem.0.003048"
"29906729","Atmospheric particle-bound organophosphate ester flame retardants and plasticizers in a North African Mediterranean coastal city (Bizerte, Tunisia)","Castro-Jiménez J, Sempéré R.","Sci Total Environ. 2018 Nov 15;642:383-393. doi: 10.1016/j.scitotenv.2018.06.010. Epub 2018 Jun 14.","Castro-Jiménez J","Sci Total Environ","2018","2018/06/16","","","10.1016/j.scitotenv.2018.06.010"
"30418137","[Non-verbal communication in patients with DM1 and FSHD]","Michon CC, Miljkovitch R, Cyrulnik B.","Med Sci (Paris). 2018 Nov;34 Hors série n°2:9-12. doi: 10.1051/medsci/201834s203. Epub 2018 Nov 12.","Michon CC","Med Sci (Paris)","2018","2018/11/13","","","10.1051/medsci/201834s203"
"30555340","Reduction in the Level of Plasma Mitochondrial DNA in Human Diving, Followed by an Increase in the Event of an Accident","Blatteau JE, Gaillard S, De Maistre S, Richard S, Louges P, Gempp E, Druelles A, Lehot H, Morin J, Castagna O, Abraini JH, Risso JJ, Vallée N.","Front Physiol. 2018 Nov 29;9:1695. doi: 10.3389/fphys.2018.01695. eCollection 2018.","Blatteau JE","Front Physiol","2018","2018/12/18","PMC6282000","","10.3389/fphys.2018.01695"
"29030117","Biohydrogen production from hyperthermophilic anaerobic digestion of fruit and vegetable wastes in seawater: Simplification of the culture medium of Thermotoga maritima","Saidi R, Liebgott PP, Gannoun H, Ben Gaida L, Miladi B, Hamdi M, Bouallagui H, Auria R.","Waste Manag. 2018 Jan;71:474-484. doi: 10.1016/j.wasman.2017.09.042. Epub 2017 Oct 10.","Saidi R","Waste Manag","2018","2017/10/15","","","10.1016/j.wasman.2017.09.042"
"30367721","Differential uses of coral reef habitats by a poorly-known cryptic fish predator","Morat F, Briand MJ, Pécheyran C, Letourneur Y.","J Fish Biol. 2019 Jan;94(1):53-61. doi: 10.1111/jfb.13853. Epub 2018 Dec 10.","Morat F","J Fish Biol","2019","2018/10/28","","","10.1111/jfb.13853"
"30257048","Ultrahigh-Field Multimodal MRI Assessment of Muscle Damage","Fouré A, Pini L, Rappacchi S, Ogier AC, Mattei JC, Bydder M, Guye M, Bendahan D.","J Magn Reson Imaging. 2019 Mar;49(3):904-906. doi: 10.1002/jmri.26222. Epub 2018 Sep 26.","Fouré A","J Magn Reson Imaging","2019","2018/09/27","","","10.1002/jmri.26222"
"29987367","Overall and differentiated sensory responses to cardiopulmonary exercise test in patients with cystic fibrosis: kinetics and ability to predict peak oxygen uptake","Gruet M, Mely L, Vallier JM.","Eur J Appl Physiol. 2018 Sep;118(9):2007-2019. doi: 10.1007/s00421-018-3923-y. Epub 2018 Jul 9.","Gruet M","Eur J Appl Physiol","2018","2018/07/11","","","10.1007/s00421-018-3923-y"
"29507291","Nanoplanktonic diatoms are globally overlooked but play a role in spring blooms and carbon export","Leblanc K, Quéguiner B, Diaz F, Cornet V, Michel-Rodriguez M, Durrieu de Madron X, Bowler C, Malviya S, Thyssen M, Grégori G, Rembauville M, Grosso O, Poulain J, de Vargas C, Pujo-Pay M, Conan P.","Nat Commun. 2018 Mar 5;9(1):953. doi: 10.1038/s41467-018-03376-9.","Leblanc K","Nat Commun","2018","2018/03/07","PMC5838239","","10.1038/s41467-018-03376-9"
"30041331","Simulated conservative tracer as a proxy for S-metolachlor concentration predictions compared to POCIS measurements in Arcachon Bay","Fauvelle V, Belles A, Budzinski H, Mazzella N, Plus M.","Mar Pollut Bull. 2018 Aug;133:423-427. doi: 10.1016/j.marpolbul.2018.06.005. Epub 2018 Jun 19.","Fauvelle V","Mar Pollut Bull","2018","2018/07/26","","","10.1016/j.marpolbul.2018.06.005"
"30478039","Eurasian river spring flood observations support net Arctic Ocean mercury export to the atmosphere and Atlantic Ocean","Sonke JE, Teisserenc R, Heimbürger-Boavida LE, Petrova MV, Marusczak N, Le Dantec T, Chupakov AV, Li C, Thackray CP, Sunderland EM, Tananaev N, Pokrovsky OS.","Proc Natl Acad Sci U S A. 2018 Dec 11;115(50):E11586-E11594. doi: 10.1073/pnas.1811957115. Epub 2018 Nov 26.","Sonke JE","Proc Natl Acad Sci U S A","2018","2018/11/28","PMC6294917","","10.1073/pnas.1811957115"
"29473085","Crystallographic orientation of facets and planar defects in functional nanostructures elucidated by nano-focused coherent diffractive X-ray imaging","Richard MI , Fernández S , Eymery J , Hofmann JP , Gao L , Carnis J , Labat S , Favre-Nicolin V , Hensen EJM , Thomas O , Schülli TU , Leake SJ .","Nanoscale. 2018 Mar 8;10(10):4833-4840. doi: 10.1039/c7nr07990g.","Richard MI","Nanoscale","2018","2018/02/24","","","10.1039/c7nr07990g"
"29694362","Unexpected spatial impact of treatment plant discharges induced by episodic hydrodynamic events: Modelling Lagrangian transport of fine particles by Northern Current intrusions in the bays of Marseille (France)","Millet B, Pinazo C, Banaru D, Pagès R, Guiart P, Pairaud I.","PLoS One. 2018 Apr 25;13(4):e0195257. doi: 10.1371/journal.pone.0195257. eCollection 2018.","Millet B","PLoS One","2018","2018/04/26","PMC5918620","","10.1371/journal.pone.0195257"
"29247918","Time-resolved laser fluorescence spectroscopy of organic ligands by europium: Fluorescence quenching and lifetime properties","Nouhi A, Hajjoul H, Redon R, Gagné JP, Mounier S.","Spectrochim Acta A Mol Biomol Spectrosc. 2018 Mar 15;193:219-225. doi: 10.1016/j.saa.2017.12.028. Epub 2017 Dec 8.","Nouhi A","Spectrochim Acta A Mol Biomol Spectrosc","2018","2017/12/17","","","10.1016/j.saa.2017.12.028"
"30431256","Phthalocyanine Photoregeneration for Low Power Consumption Chemiresistors","Tomecek D, Hruska M, Fitl P, Vlcek J, Maresova E, Havlova S, Patrone L, Vrnata M.","ACS Sens. 2018 Dec 28;3(12):2558-2565. doi: 10.1021/acssensors.8b00922. Epub 2018 Nov 29.","Tomecek D","ACS Sens","2018","2018/11/16","","","10.1021/acssensors.8b00922"
"29127633","Natural and anthropogenic particulate-bound aliphatic and polycyclic aromatic hydrocarbons in surface waters of the Gulf of Gabès (Tunisia, southern Mediterranean Sea)","Fourati R, Tedetti M, Guigue C, Goutx M, Zaghden H, Sayadi S, Elleuch B.","Environ Sci Pollut Res Int. 2018 Jan;25(3):2476-2494. doi: 10.1007/s11356-017-0641-7. Epub 2017 Nov 10.","Fourati R","Environ Sci Pollut Res Int","2018","2017/11/12","","","10.1007/s11356-017-0641-7"
"29508936","Electron ionization mass spectrometry fragmentation and multiple reaction monitoring quantification of bacterial metabolites of the sea ice biomarker proxy IP(25) in Arctic sediments","Rontani JF, Aubert C, Belt ST.","Rapid Commun Mass Spectrom. 2018 May 30;32(10):775-783. doi: 10.1002/rcm.8101.","Rontani JF","Rapid Commun Mass Spectrom","2018","2018/03/07","","","10.1002/rcm.8101"
"30110805","Estimating the outcome of spreading processes on networks with incomplete information: A dimensionality reduction approach","Sapienza A, Barrat A, Cattuto C, Gauvin L.","Phys Rev E. 2018 Jul;98(1-1):012317. doi: 10.1103/PhysRevE.98.012317.","Sapienza A","Phys Rev E","2018","2018/08/17","","","10.1103/PhysRevE.98.012317"
"30326574","Ultra-Thin Platinum Deposits by Surface-Limited Redox Replacement of Tellurium","Haidar F, Maas M, Piarristeguy A, Pradel A, Cavaliere S, Record MC.","Nanomaterials (Basel). 2018 Oct 15;8(10):836. doi: 10.3390/nano8100836.","Haidar F","Nanomaterials (Basel)","2018","2018/10/18","PMC6215156","","10.3390/nano8100836"
"28281054","High contribution of the particulate uptake pathway to metal bioaccumulation in the tropical marine clam Gafrarium pectinatum","Hédouin L, Metian M, Teyssié JL, Fichez R, Warnau M.","Environ Sci Pollut Res Int. 2018 Apr;25(12):11206-11218. doi: 10.1007/s11356-017-8562-z. Epub 2017 Mar 9.","Hédouin L","Environ Sci Pollut Res Int","2018","2017/03/11","","","10.1007/s11356-017-8562-z"
"29861543","Mercury in the Black Sea: New Insights From Measurements and Numerical Modeling","Rosati G, Heimbürger LE, Melaku Canu D, Lagane C, Laffont L, Rijkenberg MJA, Gerringa LJA, Solidoro C, Gencarelli CN, Hedgecock IM, De Baar HJW, Sonke JE.","Global Biogeochem Cycles. 2018 Apr;32(4):529-550. doi: 10.1002/2017GB005700. Epub 2018 Apr 13.","Rosati G","Global Biogeochem Cycles","2018","2018/06/05","PMC5969270","","10.1002/2017GB005700"
"30382029","Conductive-bridge memory cells based on a nanoporous electrodeposited GeSbTe alloy","Rebora C, Huang R, Kissling GP, Bocquet M, Groot K, Favre L, Grosso D, Deleruyelle D, Putero M.","Nanotechnology. 2019 Jan 11;30(2):025202. doi: 10.1088/1361-6528/aae6db. Epub 2018 Nov 1.","Rebora C","Nanotechnology","2019","2018/11/02","","","10.1088/1361-6528/aae6db"
"31906662","Correlation dimension and phase space contraction via extreme value theory","Faranda D, Vaienti S.","Chaos. 2018 Apr;28(4):041103. doi: 10.1063/1.5027386.","Faranda D","Chaos","2018","2020/01/08","","","10.1063/1.5027386"
"29124868","Obligate sugar oxidation in Mesotoga spp., phylum Thermotogae, in the presence of either elemental sulfur or hydrogenotrophic sulfate-reducers as electron acceptor","Fadhlaoui K, Ben Hania W, Armougom F, Bartoli M, Fardeau ML, Erauso G, Brasseur G, Aubert C, Hamdi M, Brochier-Armanet C, Dolla A, Ollivier B.","Environ Microbiol. 2018 Jan;20(1):281-292. doi: 10.1111/1462-2920.13995. Epub 2017 Dec 7.","Fadhlaoui K","Environ Microbiol","2018","2017/11/11","","","10.1111/1462-2920.13995"
"29557101","Immersion pulmonary oedema in a healthy diver not exposed to cold or strenuous exercise","Castagna O, de Maistre S, Schmid B, Caudal D, Regnard J.","Diving Hyperb Med. 2018 Mar 31;48(1):40-44. doi: 10.28920/dhm48.1.40-44.","Castagna O","Diving Hyperb Med","2018","2018/03/21","PMC6467827","","10.28920/dhm48.1.40-44"
"29198862","Towards smart biocide-free anti-biofilm strategies: Click-based synthesis of cinnamide analogues as anti-biofilm compounds against marine bacteria","Sall C, Ayé M, Bottzeck O, Praud A, Blache Y.","Bioorg Med Chem Lett. 2018 Jan 15;28(2):155-159. doi: 10.1016/j.bmcl.2017.11.039. Epub 2017 Nov 24.","Sall C","Bioorg Med Chem Lett","2018","2017/12/05","","","10.1016/j.bmcl.2017.11.039"
"29571357","Modeling of PCB trophic transfer in the Gulf of Lions; 3D coupled model application","Alekseenko E, Thouvenin B, Tronczyński J, Carlotti F, Garreau P, Tixier C, Baklouti M.","Mar Pollut Bull. 2018 Mar;128:140-155. doi: 10.1016/j.marpolbul.2018.01.008. Epub 2018 Feb 6.","Alekseenko E","Mar Pollut Bull","2018","2018/03/25","","","10.1016/j.marpolbul.2018.01.008"
"30085700","Hadronic Vacuum Polarization Contribution to the Anomalous Magnetic Moments of Leptons from First Principles","Borsanyi S, Fodor Z, Hoelbling C, Kawanai T, Krieg S, Lellouch L, Malak R, Miura K, Szabo KK, Torrero C, Toth BC; Budapest-Marseille-Wuppertal Collaboration.","Phys Rev Lett. 2018 Jul 13;121(2):022002. doi: 10.1103/PhysRevLett.121.022002.","Borsanyi S","Phys Rev Lett","2018","2018/08/08","","","10.1103/PhysRevLett.121.022002"
"29899568","Iron from a submarine source impacts the productive layer of the Western Tropical South Pacific (WTSP)","Guieu C, Bonnet S, Petrenko A, Menkes C, Chavagnac V, Desboeufs K, Maes C, Moutin T.","Sci Rep. 2018 Jun 13;8(1):9075. doi: 10.1038/s41598-018-27407-z.","Guieu C","Sci Rep","2018","2018/06/15","PMC5998060","","10.1038/s41598-018-27407-z"
"30534681","In situ structural evolution of single particle model catalysts under ambient pressure reaction conditions","Fernández S , Gao L , Hofmann JP , Carnis J , Labat S , Chahine GA , van Hoof AJF , Verhoeven MWGMT , Schülli TU , Hensen EJM , Thomas O , Richard MI .","Nanoscale. 2018 Dec 20;11(1):331-338. doi: 10.1039/c8nr08414a.","Fernández S","Nanoscale","2018","2018/12/12","","","10.1039/c8nr08414a"
"29570316","Emission Noise in an Interacting Quantum Dot: Role of Inelastic Scattering and Asymmetric Coupling to the Reservoirs","Crépieux A, Sahoo S, Duong TQ, Zamoum R, Lavagna M.","Phys Rev Lett. 2018 Mar 9;120(10):107702. doi: 10.1103/PhysRevLett.120.107702.","Crépieux A","Phys Rev Lett","2018","2018/03/24","","","10.1103/PhysRevLett.120.107702"
"30337123","Corrigendum to ""Atmospheric particle-bound organophosphate ester flame retardants and plasticizers in a North African Mediterranean coastal city (Bizerte, Tunisia)"" [Sci. Total Environ. 642 (2018) 383-393]","Castro-Jiménez J, Sempéré R.","Sci Total Environ. 2019 Feb 15;651(Pt 2):3272. doi: 10.1016/j.scitotenv.2018.10.088. Epub 2018 Oct 16.","Castro-Jiménez J","Sci Total Environ","2019","2018/10/20","","","10.1016/j.scitotenv.2018.10.088"
